,body_type
9251,0
43695,0
49334,0
45144,0
51377,0
39391,0
30564,0
21079,0
56990,0
44594,1
20140,0
2729,0
33563,1
2933,0
42390,1
12879,0
37797,1
56883,1
23336,0
48580,0
34147,0
24938,0
34808,0
48812,0
10627,0
57804,1
14053,1
6823,0
10066,0
16325,0
26360,0
14219,0
41165,0
37289,0
40214,0
9322,0
46263,0
7055,0
36562,0
48646,0
48101,0
211,0
31751,0
49380,0
50543,1
34281,0
1125,0
21479,0
31496,0
16022,0
52236,0
9107,0
8551,0
41942,0
11206,1
9833,1
13014,0
31509,0
40780,0
11963,0
53482,0
45194,0
24152,0
56434,0
51647,0
11114,0
58000,0
29159,0
30733,0
10966,0
36688,0
18848,1
42040,0
49614,0
42264,0
37691,0
16788,0
49518,0
9502,0
3312,0
49501,1
36130,0
43871,0
18962,0
21854,0
13958,0
27311,0
14031,0
48964,0
15674,1
9894,0
21352,0
43389,0
4488,1
1141,1
19909,1
31019,1
9763,0
12955,0
42845,1
3693,0
25147,0
15063,0
58804,0
15412,1
40683,0
8266,0
35907,0
26401,0
8815,0
10342,0
39016,0
20745,0
31428,0
11999,0
17636,0
31440,1
27452,0
38157,0
27989,0
8931,1
48200,0
35218,0
10247,0
16060,0
20360,0
38765,0
49488,1
48187,0
6949,0
49794,1
51577,0
25025,0
55886,1
58403,0
42222,0
6868,0
24986,1
19354,0
54849,0
25914,0
7818,0
512,0
14029,1
15334,1
22357,0
22240,0
59342,0
59508,0
17878,0
22527,0
4325,0
657,1
31868,0
30640,1
13811,0
55253,0
48417,0
18439,0
51831,0
11950,0
36902,0
22270,0
16386,1
19498,1
14825,0
51069,1
13258,0
27501,0
45805,0
52419,0
9135,0
17079,0
8048,0
8404,1
2572,0
54554,1
45670,0
49981,0
30184,0
59398,0
59807,0
45372,0
40568,0
46376,0
11200,0
55146,0
56128,0
14213,0
15343,0
38080,1
23024,0
33003,0
26271,0
57942,0
46693,0
40838,0
41355,0
7438,0
24415,0
46881,0
19296,0
19426,0
38736,0
7313,0
58311,0
13054,0
33398,0
16405,0
16517,0
6706,0
636,1
28156,0
52547,0
26550,0
10746,0
26546,0
49622,0
5620,0
42153,0
55430,0
50322,0
14709,0
9644,0
59183,0
49192,0
49995,0
36481,1
5544,1
36534,0
14344,0
59749,0
52572,0
52942,0
21796,0
58972,0
53982,0
52151,1
53769,0
14055,1
20663,0
25487,0
36339,0
57241,0
52433,0
48326,1
24580,0
37918,0
30673,0
38865,0
23312,0
50697,1
22405,0
34370,0
2667,0
44798,0
44483,1
5069,1
18631,0
47733,1
41883,0
59855,0
4115,0
15656,0
21084,0
19822,0
1517,0
39693,0
49135,0
42315,0
19629,0
38586,0
47590,0
10024,0
55696,0
40598,0
10475,0
41366,1
56718,1
5815,0
48220,1
49550,0
24729,0
1691,0
51755,0
44457,0
27670,0
34253,0
2971,0
44278,1
24607,0
9451,0
48933,0
44323,0
35664,0
16187,0
54513,0
12172,0
20003,0
34550,1
55896,0
52215,0
41759,1
15010,0
58803,0
48959,0
5961,0
47734,0
57025,0
24633,0
16293,0
11012,0
24556,0
38468,0
48222,1
50358,0
9025,0
57028,0
8969,0
21634,0
57164,1
39033,0
15725,0
33359,0
2504,0
54693,0
3335,0
36586,0
43632,0
31524,0
33894,1
49447,0
15593,0
44335,0
623,0
25893,1
33575,1
348,0
38101,0
59337,0
12976,0
11463,1
16216,0
293,0
22484,1
18411,0
49178,0
10848,0
49152,0
37251,0
4544,1
28825,0
32323,0
29897,0
35771,1
42439,0
37866,0
28987,0
18443,0
50085,0
46941,0
1796,0
1503,0
12331,0
47037,0
37152,0
17142,1
31995,0
49038,0
0,1
45764,0
32448,0
48537,1
26,0
84,0
52037,0
56000,0
40721,1
48203,0
4367,0
47644,0
12507,0
28997,0
34704,0
56796,0
28535,0
5904,0
37071,0
11498,0
24527,0
3518,0
25138,0
54495,1
9126,1
18756,0
27751,0
51066,0
49123,0
23659,0
34699,0
46534,0
35090,0
40725,0
22227,0
35823,0
55720,1
7817,0
19773,0
12571,0
25620,0
29183,1
13743,0
6721,0
35184,0
34231,0
33231,0
27871,0
59748,0
5246,0
32548,0
49568,0
3645,0
33121,0
13568,0
25561,0
59323,1
33897,0
31423,1
18305,0
7277,1
42240,0
43721,0
2908,0
39522,0
10675,0
20791,0
41510,0
20335,0
54464,0
45950,0
48289,0
26070,0
32835,0
20141,0
56535,1
47920,0
23459,0
1414,0
55570,0
21946,0
6955,0
2862,0
20906,0
45806,0
48484,0
55037,0
20336,0
34477,0
16162,1
25738,0
5877,0
20217,1
35056,0
42345,0
20927,0
25979,0
14621,0
57684,0
12575,0
12073,0
59599,1
6213,0
2868,0
36630,0
2323,0
50397,0
150,0
36136,0
11168,0
2239,0
2188,0
34906,0
59641,1
14468,0
46753,0
24274,0
13244,0
50143,0
43014,0
8619,0
28678,0
53943,0
45371,0
15689,1
51835,0
22940,0
15580,0
36701,0
11085,1
35286,0
21047,0
57376,1
16624,0
4627,0
34248,1
33938,0
16082,0
55606,0
18476,0
37579,1
44241,0
33801,0
9077,0
3218,0
32498,0
7740,0
29827,0
8499,1
2500,0
21447,0
6781,0
40309,0
22911,0
48992,1
19415,0
59642,0
22700,1
4317,1
9220,0
37274,0
38870,0
21292,0
24788,0
9562,1
28310,0
57443,0
5384,1
44911,0
13621,0
49737,0
51853,0
35118,0
27875,0
54390,0
56861,0
31000,0
10598,0
13452,0
25476,0
7390,0
11673,0
25759,0
38505,0
45057,0
39273,0
42003,0
43818,1
35858,0
49072,0
13024,1
15795,0
41231,0
21718,0
30220,0
24373,0
31763,1
51421,1
51332,0
24087,0
891,0
41223,0
28721,0
8686,1
33180,0
30065,0
11836,0
35426,1
421,0
27243,0
54087,0
1001,0
8883,0
49286,1
48929,0
17743,0
13996,1
40235,0
40304,0
35101,0
50973,0
40232,0
59426,0
32660,0
8385,0
19109,0
58191,1
56207,0
59410,0
27667,1
37702,0
20092,0
40980,0
42805,1
40584,0
6015,0
56021,0
23309,0
17240,0
26449,0
25389,0
15466,0
24105,0
33986,0
45632,0
37493,1
46884,0
4805,1
4622,0
35238,0
7309,1
40011,0
59805,0
43029,0
399,0
42141,0
16995,0
32604,0
48361,0
41982,0
12211,0
2865,0
57011,0
4128,0
53008,0
58344,0
37430,0
27000,0
24031,0
3468,1
55300,0
43175,0
17918,0
50895,0
40607,0
45256,1
17275,0
11087,0
16646,0
57932,0
26011,0
20415,0
48849,0
48026,0
17674,0
43278,1
33076,0
22521,0
53720,0
48693,1
7204,0
33788,0
7625,0
46265,0
35385,0
41373,0
3754,0
47378,0
43771,0
10807,0
54302,0
58348,0
45605,0
54915,0
52649,0
53508,0
42495,0
22205,0
4096,0
39910,0
17532,0
58724,1
19612,0
26686,0
44990,0
35547,0
7641,0
59472,0
46501,0
55,0
30651,0
49889,0
51290,0
28675,0
15181,0
17572,0
4560,0
45022,0
44270,1
51262,0
48465,1
24718,0
57193,0
5000,1
19409,0
10948,0
3823,0
18754,0
30155,0
7089,1
55575,1
1646,0
57760,1
4619,0
7308,0
11101,0
44981,0
39747,0
35628,0
59912,0
48864,1
45047,0
30003,0
5297,0
38314,0
32330,0
8785,0
18127,0
48382,0
46178,0
40144,0
4462,0
40895,1
8702,0
26145,0
2882,0
39556,0
43626,0
13243,0
20819,0
42140,1
50041,0
50135,0
45831,0
40320,0
17791,1
2192,0
19847,0
32188,0
22334,0
37961,0
58540,0
30269,0
35022,1
51013,0
7453,0
17967,0
51324,0
59396,0
17088,0
38677,0
17909,1
4586,0
25336,0
9962,0
39216,0
12780,0
33503,0
41762,0
58201,0
271,1
3687,0
39539,1
16960,0
54308,0
12726,0
6572,0
42811,0
23177,0
46221,0
35176,0
34265,0
13985,0
17423,0
8960,1
14181,0
49549,1
54587,0
52058,0
51271,0
14,0
33640,1
9384,0
50281,0
9722,0
30566,0
10297,1
41166,0
2980,0
12900,0
8830,0
3815,0
19859,0
26328,0
9317,0
41481,0
42825,0
45588,0
24125,0
32251,0
6791,0
9475,0
38592,1
30446,0
47855,0
41436,0
59883,0
47056,0
49478,0
48994,0
33607,0
51019,1
13431,1
38842,0
12835,0
42018,0
44138,0
19188,0
8238,0
38471,1
36483,0
15086,0
43550,0
38285,0
46587,1
38532,0
31990,0
35958,0
1659,0
47803,0
56371,0
31032,0
32352,0
25592,0
27043,0
4926,0
43713,0
41957,0
25809,0
21154,0
4383,0
26525,0
59139,0
34469,0
31728,0
10225,0
52442,0
27521,0
51317,0
14397,0
33366,0
47588,0
31078,0
663,0
39403,0
44040,0
53092,0
9689,0
33403,0
41757,0
41049,0
14139,0
45051,0
48494,0
11260,1
44390,0
58582,1
4754,0
1030,0
54521,0
24538,0
33358,1
47717,0
40090,0
32405,1
55614,0
48042,1
4742,0
14653,0
2740,0
41627,0
6760,0
48204,0
22305,0
31741,0
55169,0
51380,0
31758,0
55734,1
18487,0
5563,0
8279,0
47612,0
7392,0
26863,0
43948,0
4246,0
55395,0
27138,0
7962,0
29274,0
4794,0
22110,0
55956,0
38177,0
10770,0
6794,0
28499,0
12772,0
33095,0
26266,0
22746,0
49952,0
9599,1
3599,0
57955,1
46123,0
57070,0
44183,0
1814,0
41469,1
10331,0
25059,0
40097,0
23276,1
35679,0
44751,0
34659,0
24040,1
33081,1
7760,0
20235,0
53296,0
13366,0
30674,0
38001,1
47765,0
51547,0
12702,0
51635,0
49884,0
21803,1
30846,0
53621,0
45737,0
8723,0
48180,0
13173,0
8014,0
22903,0
52596,0
38191,0
14879,1
19829,0
23429,0
9194,0
53763,1
56018,0
31255,0
57037,0
7670,1
32606,1
54595,0
56946,0
5676,0
36820,0
18284,0
4486,0
41312,0
31483,0
20936,0
19393,0
2779,0
54710,1
965,0
53083,0
16421,0
10176,0
58220,0
19661,0
14962,0
20882,0
5977,0
26775,0
9679,0
8986,0
59589,1
39537,0
28208,0
57498,1
44886,0
28112,0
58001,0
31655,0
5013,1
9355,0
48174,0
47609,0
10099,1
25876,0
48756,0
25371,0
25223,0
4958,0
44207,0
39416,0
27496,0
59932,0
26714,1
34936,1
47398,1
57581,0
34042,0
51621,0
38498,0
51192,1
24584,0
56949,0
54667,0
26840,0
27097,1
33537,0
26366,1
23289,1
37848,0
28744,0
16979,0
58396,0
27018,0
9076,0
51160,0
33666,0
40809,0
48147,0
53108,0
25071,0
51275,0
43614,0
14993,0
13969,0
5158,1
15943,0
39320,0
15865,1
34289,0
23756,0
25175,0
3774,0
57358,0
56911,0
822,0
42145,1
20916,0
14809,0
8067,0
21948,0
16652,0
10728,0
41456,0
34357,0
2467,0
22779,0
40201,0
36832,0
47362,1
4522,1
20153,0
28359,0
1561,0
32258,1
56876,0
3630,0
29481,0
36140,0
53783,0
338,0
39313,1
54981,0
32565,0
53276,0
35670,1
27895,0
49206,0
49996,0
21006,0
53140,0
51579,0
5962,0
34577,0
42298,0
50563,0
19911,0
32285,0
3213,0
50165,0
52923,0
7956,1
2410,1
29277,0
47712,0
22517,0
21108,0
49356,0
48074,0
47114,1
21559,1
56268,0
36325,0
58553,0
34417,0
25251,0
48350,0
40772,0
43804,0
36086,0
5145,0
31805,0
26708,0
4603,0
55410,0
18717,0
34966,0
48472,0
53068,0
30352,0
48170,0
43006,0
55378,0
46990,0
53975,0
32670,0
15687,0
12395,0
48793,1
24552,0
52275,0
2336,0
46709,0
3631,0
15851,0
23891,0
25328,0
13461,0
43024,0
14623,0
54338,0
25811,0
22018,0
34054,0
1046,0
33736,0
13964,0
17442,0
40839,0
38679,0
11712,0
25114,0
11502,0
5936,0
30712,0
43164,0
44621,0
58887,0
17177,0
36476,0
5848,0
27467,0
12645,0
2420,0
21726,0
1649,0
41180,0
56115,0
1374,1
17266,0
55879,1
37314,1
32325,0
26598,0
45688,0
39496,0
42066,0
57899,0
19606,0
17541,0
57480,0
2230,0
1101,0
27523,0
24884,0
4370,1
16613,0
13030,0
34279,1
42880,0
32800,0
30227,0
30528,1
33316,0
30347,0
15678,0
14136,0
17977,0
46513,1
30219,0
56955,0
1852,0
3401,0
43103,0
55778,0
11352,1
50547,0
45846,0
182,1
27095,1
34369,0
25609,0
24034,0
51403,0
18524,0
59373,1
41440,0
3906,0
18054,0
7023,1
59662,0
30000,0
45815,0
23483,1
20193,0
53853,0
57420,0
46284,0
37830,0
38903,0
14648,0
49146,0
58738,0
32884,0
8165,0
46321,0
46919,0
57725,0
11270,0
56776,0
6603,0
48819,0
6852,0
29565,0
23656,0
40483,0
58545,0
4034,0
59341,0
46298,0
43915,0
30721,0
14425,0
6107,0
1826,0
28864,0
35783,0
15051,0
45107,0
53790,0
21062,1
24881,0
55312,0
36519,0
31624,0
30871,1
30911,0
34646,0
13422,0
26928,0
31552,0
13571,0
23961,0
34856,0
37499,0
25586,0
59484,1
35062,1
19834,1
22639,0
31891,0
34771,0
10173,0
44084,0
46637,1
23819,0
50983,0
57997,1
53269,1
10097,0
5601,0
36783,0
9370,0
26645,0
30515,1
46567,1
46596,0
18193,1
4040,0
31985,0
19379,0
22597,0
21890,0
1436,0
2532,1
52536,0
7592,1
8621,0
1768,0
52305,0
16971,0
26763,0
14839,1
5146,0
54662,0
32413,0
39099,0
19499,0
7415,0
48474,1
58173,1
30859,1
19468,1
9726,0
44599,0
37432,0
32883,0
19888,0
35609,0
38981,0
377,0
28302,0
58550,0
51597,0
14492,1
5895,0
45190,0
3637,0
36025,1
9065,0
10787,0
11749,0
41269,0
30524,0
35826,1
39324,0
56465,0
25693,0
48056,1
7235,0
39665,0
43832,0
17562,1
27839,0
38561,1
42502,0
36566,0
14643,0
25925,0
53620,0
11917,0
55297,0
39970,0
34038,0
50205,0
25217,0
15844,1
39678,0
13136,0
40573,0
22950,0
54420,1
9399,0
32729,0
32040,0
45483,0
9199,0
2110,0
48040,0
52919,0
26764,0
21024,0
46398,0
53173,0
12665,1
56203,0
32259,0
12050,0
10215,0
4950,0
4852,1
15356,1
58380,0
41712,1
14461,0
14596,0
5081,0
6903,0
57286,0
58696,1
28329,0
12851,0
38715,0
26972,0
52599,0
53254,0
9780,0
444,0
17537,0
43207,0
26885,0
19390,0
24994,0
48127,0
23983,0
52161,0
33506,0
2924,0
32407,0
57306,0
6668,1
48355,1
9491,0
33489,1
8316,0
21188,0
4777,1
9873,0
19153,0
56942,0
36746,1
40613,0
7766,1
4455,0
38336,0
17651,0
23058,0
50444,0
12435,0
36161,0
7118,1
49467,0
22614,0
8480,0
17484,0
9893,1
57365,0
34207,1
28794,0
22460,0
58988,0
12407,0
2478,0
17958,0
11450,0
18343,0
30372,0
52461,0
19447,0
67,0
34129,0
16227,0
37648,0
27500,0
27417,0
38105,0
52048,0
35951,0
55049,0
18629,0
33828,0
2691,0
36528,0
48454,0
19383,0
1453,0
43873,0
33707,0
31625,0
9977,0
24465,0
10561,0
59407,1
39650,1
408,0
20915,0
3237,1
43774,0
41731,0
35209,0
56525,0
18251,1
5974,0
20801,0
22418,0
40438,0
57215,0
6682,0
9101,0
23630,0
13946,0
30286,0
25120,0
3949,0
19124,0
47707,0
22036,0
27015,0
1717,0
51735,0
48974,0
27539,0
32224,0
7006,0
31121,0
16181,0
58484,1
58966,0
25017,0
48250,0
2905,0
10470,0
47461,0
48586,0
37876,0
543,0
25973,0
18890,0
48898,0
39524,0
52375,0
36260,0
42396,0
37823,0
11909,0
56097,0
28278,0
37770,1
45734,0
4996,0
52732,0
17983,0
55853,0
12242,0
22196,0
51131,0
12433,1
25624,0
37110,0
32872,0
59908,0
56140,0
32190,0
10577,0
29809,0
23830,0
48559,1
54859,0
34356,0
19010,0
29365,0
3097,0
5919,0
46896,0
56709,0
58947,0
57730,0
16747,0
58282,0
28556,0
38815,0
47906,0
6920,0
1268,0
53436,1
12352,1
17606,0
27844,0
38708,0
51874,0
38196,0
47306,1
41760,0
27742,0
13242,0
1143,0
5655,0
58690,0
41844,1
2768,0
22340,1
16908,0
4375,0
36391,1
35455,0
42974,1
7005,1
36244,1
26488,0
44913,0
1985,0
49803,1
1941,0
41435,0
7941,1
48603,0
46215,0
27945,0
22707,0
10739,0
7614,0
41,0
13440,0
11387,0
14518,0
34847,0
8464,0
11585,0
57275,0
40076,1
47397,0
888,0
43554,0
37366,0
6225,0
22706,0
30690,0
5348,0
57589,0
4502,0
1128,0
23959,0
58860,0
58751,1
22342,1
9774,0
18767,0
46397,0
45412,0
28771,0
18896,0
14661,0
42927,0
58446,0
53175,0
44275,0
53220,0
52182,0
51737,0
8475,1
46293,0
15155,0
33370,0
49944,0
21724,0
42263,0
23838,1
8833,1
27846,0
59621,0
54274,0
15148,0
56440,0
19929,0
23454,0
35154,0
664,0
9464,0
10847,0
39800,0
3499,1
31609,0
37101,0
33353,0
46719,0
39246,0
27764,1
59606,0
33133,0
2441,0
29005,0
32068,1
56454,0
46999,0
35316,0
55990,1
21153,0
31212,0
5289,0
52175,0
438,0
50842,0
6461,1
2259,0
4437,1
45808,0
31830,0
35847,0
20378,0
39838,0
45758,0
46910,0
53137,0
25567,0
38808,0
24509,0
43851,0
59789,0
13619,0
2290,0
732,0
4913,0
38689,1
49716,0
14302,0
11196,0
37676,0
11248,0
42301,0
59503,1
25330,0
47513,0
9108,1
21897,0
51803,0
27507,0
58493,0
54121,1
40744,0
27980,1
13474,1
43992,0
47112,1
45500,0
36088,0
53248,0
27396,1
33653,0
4668,0
17427,0
42605,0
1992,0
57439,0
41672,0
28878,0
28116,0
33425,0
8721,0
6273,0
50860,0
50097,0
29450,0
1804,0
46444,0
34214,0
45776,0
28786,0
18838,0
18805,1
15794,0
41830,0
31448,0
39454,1
15198,0
48824,0
35425,0
36370,1
32034,0
21838,0
20822,0
21140,1
48563,0
33418,0
27902,0
19255,1
51410,0
48298,0
13300,1
39206,0
21180,0
23864,0
34680,0
34958,0
42904,0
41164,0
6310,0
47317,0
35600,0
7776,0
31060,0
27957,1
53767,0
34557,1
48866,1
53274,0
56164,0
363,0
5954,1
12947,0
13853,0
26923,0
54385,0
47753,0
9422,0
35446,0
22674,1
13467,0
41701,0
32641,0
37888,0
26886,1
5766,1
44143,0
30334,0
13415,0
25581,1
52737,0
5335,1
54635,1
38993,0
4646,0
49582,0
18028,0
46065,0
15708,1
28322,1
21549,0
1312,0
50945,0
32194,0
13230,0
53285,1
3659,0
55636,0
36520,0
11291,0
21986,0
59591,0
58920,0
17211,1
44925,0
34426,0
42876,1
19899,0
27872,0
43352,0
40377,0
14707,0
21631,0
758,0
18169,0
54843,0
9552,0
28470,0
13470,0
17772,1
15327,0
34385,0
24840,0
15380,0
57595,0
56965,0
7706,0
58067,0
37837,0
48029,1
54654,1
9545,0
58656,0
45443,0
29230,0
7297,0
42942,1
12904,0
12411,0
57003,1
35142,0
59032,0
1914,1
57010,0
21771,1
46399,0
43028,0
16538,0
37006,0
7802,0
23768,0
35076,0
59274,0
12779,0
25240,0
44762,0
2616,0
709,0
23664,0
46430,0
39626,0
12167,0
31313,0
54067,0
2348,0
14345,0
10839,0
17009,1
24966,0
11956,0
11262,0
42695,0
57655,1
34797,0
34044,1
48628,0
5138,1
41899,0
42702,0
7331,1
56170,0
50504,0
45592,0
10065,0
26553,0
58194,1
1597,0
45172,0
41416,0
54097,0
15570,0
23328,0
1599,0
18110,0
39640,0
25730,0
31589,0
20650,1
38086,0
49579,0
49969,0
58853,0
51828,0
51223,0
50026,0
44157,0
50379,0
48803,0
58301,0
58489,0
18551,0
20614,1
54474,0
33010,0
21760,0
47780,1
8465,0
11018,0
54690,0
7734,0
11251,0
34427,0
30702,0
57019,0
58021,0
44565,0
34492,0
34408,0
145,0
27542,0
29050,0
59708,0
48487,0
3076,1
19215,0
17202,1
42247,0
7272,0
42948,0
23930,0
45910,1
26106,0
25777,0
46772,1
9937,0
38125,0
23661,0
27446,0
37273,0
17162,0
5277,0
43949,0
53034,0
35106,0
2392,0
3498,0
36120,0
18765,0
6718,0
9881,0
29633,0
27137,0
20204,0
40073,0
11276,0
28547,0
47336,0
5476,0
12604,0
23210,0
39706,1
26004,1
22397,1
42014,0
31240,1
44920,0
11871,1
32709,0
24586,0
25543,0
576,0
46738,0
11772,0
26236,0
6070,0
45419,0
1777,0
34675,0
54968,0
13008,1
28211,0
12701,1
2565,1
36224,1
35264,0
12374,0
24409,1
59273,0
36284,0
27830,0
2258,0
44428,0
46144,1
46268,0
14630,1
41459,0
37153,0
26341,0
26628,0
13594,0
25972,0
53062,0
7934,0
53682,0
22426,0
737,0
24770,0
54409,0
13280,0
44840,0
44470,0
21627,0
30870,0
34629,0
26150,0
35691,0
401,0
24471,0
14041,1
57249,0
19968,0
27676,0
31003,0
35585,0
59216,0
8161,0
38595,0
54092,0
59533,0
4855,0
17911,1
11636,1
6356,1
25928,0
29046,0
23947,0
28829,0
10794,0
14358,0
36777,0
5606,0
55846,0
9696,0
587,1
44036,0
21906,0
42332,0
27525,0
56270,0
3327,0
31787,0
43939,0
31566,0
10120,0
35885,1
46435,0
970,1
54868,0
44198,0
28473,1
34948,0
34994,0
14533,0
24458,1
31510,0
36956,1
57127,0
49604,0
37302,0
55658,0
25249,0
38193,0
27358,0
14408,1
14355,0
11937,0
5235,0
53047,0
7160,0
29845,0
45328,0
21353,0
33125,0
38500,0
37347,1
42745,1
48194,0
10863,0
34364,0
35288,0
31217,0
18888,1
29559,0
39533,0
29577,0
14495,0
11915,0
48850,0
57773,0
11431,0
29714,0
24154,0
13514,0
42691,0
17956,0
34376,0
39620,0
869,0
59366,1
35190,0
41566,0
40253,0
7898,0
28826,0
43993,0
42682,0
40191,0
7985,0
42423,0
46837,0
48480,0
22593,0
12983,0
11769,0
21001,0
53754,0
40489,0
23358,0
12009,0
31962,0
43837,0
21911,0
4267,0
56133,0
27932,0
42937,0
17885,0
25333,0
49667,1
42698,0
2738,1
20328,0
21502,0
19915,1
53165,0
44603,0
53353,0
38524,0
13567,0
27055,1
4122,0
49906,0
52565,0
1664,0
9884,0
34996,0
12716,0
2967,0
11208,0
2143,0
6953,1
41582,0
39773,0
35228,0
8997,1
2723,0
2623,0
50319,0
6232,1
58836,1
599,0
4961,0
58989,0
44149,1
57057,0
12246,0
33001,0
29016,0
24077,0
24438,1
11348,0
25312,0
15458,0
59304,0
40614,1
44218,0
27666,0
11801,0
22482,0
22288,0
33108,0
17063,0
18725,0
54889,0
24055,0
17577,0
22176,0
56611,0
57196,0
42279,1
25376,0
58936,0
31370,0
35808,1
51489,0
47850,0
35766,0
50048,0
51139,0
32973,0
14589,0
2586,0
31132,0
11273,0
32615,0
58242,0
23555,0
2266,0
23680,0
57022,0
42149,0
25429,0
42570,1
15112,0
57751,0
55843,0
19522,0
51197,0
4496,0
513,0
27314,0
53886,0
13361,0
36749,0
49509,0
42232,0
7547,0
36460,0
48962,0
52905,0
16819,1
57774,1
59135,0
23689,0
10650,0
46319,1
16371,0
36428,0
2335,0
336,0
3150,0
22654,0
46685,0
31253,1
55054,0
55703,0
7208,0
19306,0
5163,1
52051,0
790,0
13336,0
17766,0
38707,0
16206,0
30108,0
40740,0
39125,0
2455,0
43618,0
14811,0
5827,1
8612,0
46633,0
37341,0
38841,0
4871,0
34520,0
38521,0
49754,0
40677,0
39547,0
53238,1
9007,0
32751,0
41113,1
29844,0
46694,1
33512,0
52122,0
35073,0
30471,1
25963,0
7646,0
52127,0
49229,0
47912,0
11344,0
59092,0
10119,0
2873,0
18822,0
7906,0
58013,1
46952,0
32571,0
8956,0
11204,0
34160,0
38142,0
12652,0
39024,0
29416,0
602,0
24383,0
56835,0
41895,0
3290,1
26277,0
43681,0
24226,1
14915,0
41336,0
33428,0
15244,0
26667,0
41415,1
16454,1
11223,0
36690,0
45512,0
41698,0
57757,0
21905,0
53634,1
43267,0
15213,0
47683,0
23181,0
22556,0
20948,0
17165,0
44475,0
19610,0
10891,0
3140,0
33804,1
51253,1
39903,1
29052,0
41140,0
35006,0
40715,0
4681,0
50917,0
59389,0
13949,0
56610,1
40523,1
9183,0
7937,0
22509,0
16704,0
48541,0
34525,0
18069,0
50064,0
5381,1
48360,0
42409,0
8378,0
53903,0
31076,1
12209,0
2891,0
51303,0
40151,0
22093,0
1988,0
2636,0
38164,0
33967,0
20689,0
25304,0
9013,0
44690,0
30225,0
18614,0
7267,0
56970,0
4929,0
15234,0
56202,0
28125,0
12725,0
45934,0
13367,1
4519,0
46349,1
17524,0
58537,0
42684,0
32209,0
26959,0
14043,0
47232,0
445,0
34325,0
56483,0
54630,1
44874,0
59146,0
27310,0
53815,0
43513,0
9757,0
20398,0
17523,0
47474,1
21567,0
89,0
54643,0
35868,0
22242,0
19013,1
42273,0
14458,0
56987,0
9630,0
49374,0
33401,0
41713,0
33735,0
31672,0
20808,0
32163,0
32093,0
9716,0
12718,0
51045,0
10488,0
25277,0
28320,0
15592,1
51800,0
44015,0
7619,0
36877,1
39213,0
874,0
4774,0
39139,0
8869,0
47711,0
20545,0
16290,1
3022,0
46225,0
777,0
22135,0
8050,0
6914,0
39935,0
50835,0
32750,1
18056,0
32741,0
9974,1
6976,0
49056,0
5689,0
7290,1
31276,0
13535,0
7980,0
33412,0
32348,1
43263,0
51279,0
12465,0
35219,0
23349,0
18354,1
28324,0
55459,0
42078,0
6095,0
40145,0
37455,0
44654,0
56867,0
3873,0
30107,0
20410,0
4109,1
52349,0
31608,0
48081,0
10279,0
13088,1
22099,0
33328,0
14019,1
44998,0
3943,0
32675,0
16150,0
2941,1
14703,0
42307,0
57547,1
17293,0
58944,0
5994,0
7627,0
14948,0
4023,0
18605,0
59125,0
34375,0
33584,0
55422,0
52955,0
7888,0
56034,0
47758,0
19576,0
20323,0
3800,0
11122,0
26976,1
28140,1
44923,0
48393,0
19066,0
33727,0
17011,1
39720,0
43232,1
12114,0
18472,0
41968,0
39127,0
3647,1
59563,0
9830,1
36808,0
7152,0
7135,0
17176,0
247,0
33698,0
7769,0
242,0
45933,0
59332,0
15016,0
4751,0
55951,0
10558,0
47553,0
506,0
33926,0
4213,0
35981,0
27234,0
46092,0
57188,1
2671,0
30724,0
50825,1
53803,1
30358,0
18606,0
11582,0
57124,0
34139,0
20941,0
51587,0
24238,0
24773,0
48609,0
31393,0
50396,0
46110,0
55518,0
412,0
10018,0
34885,1
36524,0
52384,0
58632,0
44613,1
29257,0
39666,0
41271,1
15146,0
53035,1
30196,0
2741,0
32365,0
15947,0
47018,1
41532,0
1416,0
11023,0
59640,1
6959,0
29872,1
26134,1
17873,0
15737,1
4078,0
59158,0
157,0
2589,0
43585,0
22060,0
32000,0
30962,1
38598,0
59085,0
34657,0
22849,0
25632,1
18451,0
1285,0
43760,1
27139,0
18580,1
40374,0
37550,0
1776,0
50028,1
42717,0
26949,0
36686,0
45075,0
26332,0
38488,1
7736,0
52875,0
31774,0
57636,0
52144,0
11740,0
44791,0
30109,0
44631,0
34464,0
53804,0
12519,0
57261,0
34630,0
27189,0
6214,1
14048,0
18377,1
17326,0
2857,0
16778,1
32276,1
52902,1
12515,0
53947,0
44426,0
54120,0
51297,1
14203,0
41872,0
55607,1
42490,0
19977,0
47829,0
41000,0
14052,0
56644,0
27782,0
40307,0
216,0
32961,1
44080,0
12336,0
8522,0
53893,0
20814,0
37377,0
42562,0
48136,0
37339,0
33556,0
26670,0
25430,0
45607,1
31430,0
24398,0
56858,1
12771,0
27352,0
9647,0
25594,0
55512,0
38661,1
7233,0
38858,0
7481,0
51898,1
32418,0
59118,0
6771,0
5703,0
52635,0
3006,0
26186,1
39049,1
8791,1
4175,0
28971,0
29420,0
2511,1
11143,0
52075,0
22188,0
52166,0
29192,0
40231,0
31618,0
9455,1
58102,0
17430,0
40425,0
34967,0
9069,0
560,0
20215,0
20844,0
24197,0
18302,0
46106,1
2421,0
46196,0
56848,0
49155,0
45451,0
48536,0
28461,0
42849,0
30185,0
49303,0
17662,0
