,age,body_type,diet,drinks,drugs,height,sex,smokes
630,48,fit,anything,1,0,69.0,f,no
631,25,larger,anything,2,0,73.0,m,no
632,27,fit,anything,2,1,71.0,m,yes
633,20,average,anything,1,0,73.0,m,no
634,31,average,anything,1,0,74.0,m,yes
635,37,larger,anything,1,0,68.0,f,no
636,55,larger,other,1,0,64.0,f,no
637,37,fit,other,1,0,65.0,f,no
638,24,average,anything,1,0,74.0,m,yes
639,32,average,anything,1,0,64.0,f,no
640,18,average,anything,0,0,70.0,m,no
641,19,fit,anything,1,0,75.0,m,no
642,22,fit,anything,1,0,61.0,f,no
643,23,fit,vegetarian,0,0,70.0,m,no
644,36,fit,anything,1,0,70.0,f,yes
645,19,larger,anything,1,0,63.0,f,no
646,30,fit,anything,1,0,71.0,m,no
647,43,larger,anything,1,0,62.0,f,no
648,19,fit,anything,0,0,70.0,m,no
649,36,fit,anything,2,2,69.0,m,no
650,32,fit,anything,1,0,68.0,m,no
651,32,fit,anything,1,0,71.0,m,no
652,33,average,anything,1,0,61.0,f,no
653,27,average,vegetarian,2,0,69.0,f,no
654,30,fit,anything,1,0,68.0,f,no
655,26,average,anything,1,0,71.0,m,no
656,34,fit,anything,1,0,71.0,m,no
657,23,unknown,anything,1,0,72.0,m,no
658,38,fit,anything,1,0,69.0,m,no
659,57,average,anything,1,0,66.0,f,yes
660,31,fit,anything,1,0,70.0,m,no
661,41,average,anything,1,0,70.0,m,no
662,30,fit,anything,1,0,73.0,m,no
663,27,average,anything,2,0,73.0,m,no
664,33,unknown,anything,1,0,69.0,m,no
665,33,fit,anything,1,0,67.0,m,no
666,38,unknown,anything,1,0,69.0,f,no
667,45,fit,anything,1,1,68.0,f,no
668,36,fit,anything,1,0,67.0,m,no
669,32,fit,anything,1,0,70.0,m,no
670,28,average,anything,1,0,70.0,m,no
671,34,fit,vegetarian,1,0,62.0,f,no
672,30,fit,anything,1,0,64.0,f,no
673,34,average,anything,1,1,69.0,m,yes
674,61,average,other,0,0,68.0,m,no
675,31,average,anything,1,0,68.0,m,no
676,21,fit,anything,1,0,70.0,m,no
677,38,fit,anything,1,0,68.0,f,yes
678,24,unknown,vegetarian,1,0,67.0,m,yes
679,31,larger,anything,1,0,63.0,f,no
680,34,larger,anything,1,0,66.0,f,no
681,33,average,anything,1,0,70.0,f,yes
682,27,fit,anything,1,0,72.0,m,no
683,31,unknown,anything,1,0,70.0,m,no
684,45,average,anything,2,0,75.0,m,no
685,33,fit,anything,1,0,71.0,m,no
686,27,fit,anything,1,0,63.0,f,yes
687,41,fit,anything,1,0,71.0,m,yes
688,29,fit,anything,1,0,72.0,m,no
689,25,average,anything,1,0,76.0,m,no
690,47,fit,anything,1,0,68.0,m,no
691,30,fit,anything,1,0,70.0,m,no
692,21,larger,anything,1,1,73.0,m,yes
693,29,fit,anything,1,0,70.0,m,no
694,32,average,anything,1,0,68.0,m,no
695,33,unknown,anything,1,0,67.0,m,no
696,42,average,anything,2,0,69.0,m,no
697,23,average,anything,1,0,72.0,m,no
698,23,average,anything,1,0,74.0,m,yes
699,43,larger,anything,1,1,64.0,f,no
700,23,unknown,vegetarian,2,0,63.0,f,no
701,28,average,anything,1,1,67.0,m,no
702,38,larger,anything,2,1,67.0,f,no
703,26,larger,anything,1,0,72.0,f,yes
704,39,average,anything,1,1,74.0,m,no
705,28,fit,other,1,0,72.0,m,no
706,20,larger,anything,1,0,65.0,f,no
707,46,fit,anything,1,0,62.0,f,no
708,28,average,anything,1,0,69.0,m,no
709,29,fit,anything,1,0,73.0,m,no
710,30,fit,anything,1,0,70.0,m,no
711,36,larger,anything,0,0,67.0,m,yes
712,34,larger,anything,1,0,69.0,m,no
713,39,average,anything,1,0,72.0,m,no
714,33,fit,anything,1,1,74.0,m,no
715,22,fit,vegetarian,1,1,67.0,m,no
716,39,average,anything,1,0,72.0,m,no
717,40,fit,anything,1,0,70.0,m,no
718,34,larger,anything,1,0,64.0,f,yes
719,26,average,vegetarian,2,1,74.0,m,yes
720,30,average,anything,1,0,73.0,m,yes
721,38,fit,anything,1,0,65.0,f,no
722,38,unknown,anything,0,0,70.0,m,no
723,25,average,anything,1,0,64.0,f,yes
724,36,fit,vegetarian,1,0,62.0,m,no
725,24,fit,anything,1,0,64.0,f,no
726,35,fit,anything,2,1,67.0,m,yes
727,27,fit,anything,1,0,74.0,m,no
728,32,fit,anything,1,1,67.0,f,no
729,40,average,anything,2,0,68.0,m,no
730,33,average,anything,1,0,64.0,f,no
731,33,fit,anything,1,0,73.0,m,no
732,32,average,anything,1,1,66.0,m,no
733,34,average,vegetarian,1,1,72.0,m,yes
734,24,fit,anything,1,0,69.0,m,yes
735,25,average,vegetarian,1,0,62.0,f,no
736,31,average,anything,1,0,69.0,m,yes
737,35,fit,anything,1,0,75.0,m,no
738,22,fit,vegetarian,1,2,68.0,m,yes
739,23,average,anything,1,0,64.0,f,no
740,23,larger,anything,0,1,70.0,f,no
741,36,average,anything,2,1,69.0,m,no
742,26,average,anything,2,1,76.0,m,no
743,47,fit,anything,2,0,73.0,m,no
744,39,average,anything,1,0,60.0,f,no
745,26,fit,anything,1,0,70.0,f,no
746,34,fit,anything,1,0,64.0,f,no
747,24,unknown,anything,1,0,64.0,f,no
748,34,average,anything,1,0,71.0,m,no
749,50,average,anything,1,1,68.0,m,no
750,30,fit,anything,1,0,70.0,m,no
751,28,fit,anything,1,0,71.0,m,no
752,32,average,anything,1,0,69.0,m,no
753,38,larger,anything,1,0,68.0,f,no
754,25,average,anything,1,0,64.0,f,no
755,24,fit,anything,1,0,72.0,m,yes
756,27,average,anything,1,0,73.0,m,no
757,32,fit,anything,1,0,69.0,m,no
758,31,fit,anything,1,0,69.0,m,no
759,40,average,vegetarian,0,0,67.0,f,no
760,30,average,anything,1,0,65.0,f,no
761,29,fit,anything,1,0,69.0,m,no
762,27,fit,vegetarian,1,0,69.0,f,no
763,27,average,anything,1,1,72.0,m,yes
764,23,average,anything,2,1,68.0,m,no
765,26,larger,anything,1,0,74.0,m,no
766,40,average,vegan,1,0,75.0,m,yes
767,25,larger,anything,1,0,68.0,m,no
768,37,unknown,anything,1,1,73.0,m,no
769,35,fit,anything,1,0,60.0,f,yes
770,31,average,anything,1,0,73.0,m,no
771,28,fit,vegetarian,1,0,69.0,f,no
772,23,fit,other,1,1,70.0,m,yes
773,38,fit,anything,1,0,68.0,m,no
774,23,fit,anything,1,0,71.0,m,yes
775,30,fit,anything,1,1,72.0,m,no
776,22,average,anything,1,1,71.0,m,no
777,27,average,anything,2,0,74.0,m,yes
778,25,fit,vegetarian,1,0,68.0,m,yes
779,26,average,anything,0,0,68.0,m,no
780,25,fit,anything,1,0,70.0,m,no
781,35,larger,anything,1,0,60.0,f,no
782,30,average,anything,1,0,70.0,m,no
783,24,fit,anything,1,0,74.0,m,no
784,43,fit,anything,1,0,68.0,f,no
785,26,average,anything,1,1,72.0,f,yes
786,48,average,anything,1,0,71.0,m,no
787,29,larger,anything,1,0,69.0,m,no
788,28,fit,anything,1,0,69.0,m,no
789,36,average,anything,1,0,64.0,f,no
790,46,average,anything,1,1,65.0,f,no
791,23,average,anything,1,0,76.0,m,no
792,25,average,anything,1,0,74.0,m,yes
793,59,larger,anything,2,1,70.0,m,no
794,19,average,anything,0,0,70.0,m,no
795,31,fit,anything,1,0,73.0,m,no
796,33,average,anything,1,0,63.0,f,no
797,26,average,anything,1,0,71.0,m,no
798,21,fit,kosher,1,0,66.0,m,yes
799,38,larger,anything,1,0,74.0,m,no
800,31,fit,vegan,2,1,69.0,m,no
801,21,fit,vegetarian,1,0,67.0,f,no
802,49,unknown,vegetarian,1,0,64.0,f,no
803,19,fit,anything,1,0,73.0,m,no
804,23,average,anything,1,0,69.0,m,yes
805,42,fit,anything,1,0,68.0,m,no
806,42,average,anything,1,0,72.0,m,no
807,46,fit,anything,1,0,68.0,m,no
808,53,fit,anything,1,0,68.0,f,no
809,51,fit,anything,1,0,68.0,f,no
810,37,fit,anything,1,0,64.0,f,no
811,32,fit,anything,1,1,66.0,m,no
812,24,fit,anything,1,0,64.0,f,yes
813,29,larger,anything,1,0,72.0,m,no
814,25,average,vegetarian,2,1,70.0,m,no
815,25,average,anything,1,0,65.0,f,no
816,23,average,anything,0,0,67.0,m,no
817,35,average,anything,1,0,73.0,m,no
818,45,fit,anything,2,0,76.0,m,no
819,33,fit,anything,1,0,68.0,m,no
820,26,fit,anything,1,0,70.0,m,no
821,30,fit,vegetarian,1,0,71.0,m,no
822,34,fit,vegetarian,2,1,68.0,f,no
823,30,average,anything,1,0,70.0,m,no
824,25,average,anything,1,0,72.0,m,no
825,43,average,anything,1,0,74.0,m,no
826,20,average,anything,1,1,67.0,m,yes
827,27,fit,anything,1,0,70.0,m,no
828,23,larger,anything,1,0,71.0,m,no
829,27,fit,anything,1,0,72.0,m,no
830,31,average,anything,1,0,68.0,m,no
831,23,average,anything,1,1,71.0,m,yes
832,28,average,vegetarian,1,0,72.0,m,no
833,27,unknown,anything,1,0,70.0,m,no
834,26,unknown,anything,1,0,65.0,f,yes
835,47,unknown,anything,1,0,72.0,m,no
836,21,unknown,anything,1,0,68.0,m,no
837,25,larger,anything,1,1,72.0,m,no
838,28,larger,vegan,1,0,63.0,f,no
839,40,fit,anything,1,0,69.0,m,no
840,22,fit,anything,1,0,75.0,m,no
841,40,fit,anything,1,0,66.0,f,no
842,29,fit,anything,1,0,72.0,m,no
843,31,average,anything,1,0,70.0,m,no
844,36,average,anything,1,0,74.0,m,no
845,26,fit,anything,1,1,72.0,m,no
846,39,fit,anything,1,0,68.0,m,no
847,44,fit,anything,1,0,69.0,m,no
848,48,larger,anything,1,0,65.0,f,no
849,35,average,anything,1,0,71.0,f,no
850,28,larger,anything,1,0,64.0,f,no
851,30,unknown,anything,1,0,72.0,f,no
852,25,fit,anything,2,0,70.0,m,no
853,30,fit,anything,1,0,70.0,m,no
854,27,average,anything,1,0,69.0,f,no
855,36,average,anything,1,0,67.0,m,no
856,29,average,anything,1,0,64.0,m,no
857,39,fit,anything,1,0,68.0,m,no
858,32,average,anything,2,0,73.0,m,no
859,33,fit,anything,1,0,66.0,f,no
860,36,larger,anything,1,0,61.0,f,no
861,25,average,anything,1,0,76.0,m,no
862,27,fit,anything,1,0,75.0,m,no
863,29,average,anything,1,0,72.0,m,no
864,30,average,vegetarian,1,0,70.0,m,no
865,31,unknown,anything,1,0,66.0,f,no
866,26,fit,anything,1,1,69.0,m,no
867,24,fit,anything,1,0,63.0,f,no
868,34,fit,anything,1,0,66.0,m,no
869,24,average,vegetarian,2,1,68.0,m,yes
870,27,fit,other,1,0,73.0,m,no
871,22,unknown,vegetarian,1,1,73.0,m,no
872,29,larger,anything,1,0,64.0,f,yes
873,23,fit,anything,1,0,68.0,f,no
874,22,fit,anything,1,0,68.0,m,no
875,21,average,anything,1,0,67.0,f,no
876,25,fit,anything,1,0,67.0,m,no
877,32,fit,vegetarian,1,1,70.0,m,yes
878,32,average,anything,1,0,63.0,f,no
879,28,average,anything,1,1,72.0,m,no
880,30,average,other,0,0,72.0,m,no
881,26,average,anything,1,0,67.0,m,no
882,21,larger,vegetarian,2,1,66.0,f,yes
883,20,average,vegetarian,0,0,63.0,f,no
884,36,fit,anything,0,0,73.0,m,no
885,27,fit,anything,1,0,65.0,f,no
886,27,fit,vegetarian,1,0,76.0,m,no
887,25,unknown,anything,2,0,66.0,f,no
888,44,unknown,anything,1,0,74.0,m,no
889,40,fit,anything,1,0,65.0,f,no
890,21,fit,anything,1,0,71.0,m,no
891,31,fit,anything,1,0,68.0,m,no
892,33,unknown,anything,2,1,70.0,m,no
893,29,larger,anything,0,0,62.0,f,no
894,27,larger,anything,2,1,65.0,f,yes
895,25,fit,anything,1,0,67.0,f,no
896,31,fit,anything,1,0,64.0,f,no
897,23,average,anything,1,0,62.0,f,yes
898,26,larger,anything,1,1,66.0,f,no
899,25,larger,anything,1,0,70.0,f,no
900,21,larger,anything,1,0,66.0,f,no
901,22,larger,vegetarian,1,1,67.0,f,yes
902,32,fit,anything,0,0,72.0,m,no
903,24,fit,anything,1,0,67.0,m,no
904,27,average,anything,1,0,73.0,m,no
905,38,larger,other,1,0,65.0,f,no
906,28,average,other,1,0,72.0,m,yes
907,32,average,anything,1,0,66.0,m,no
908,24,larger,anything,1,0,67.0,f,no
909,23,fit,anything,1,1,58.0,f,no
910,45,average,anything,1,0,62.0,f,no
911,47,fit,anything,0,0,69.0,m,no
912,35,unknown,anything,2,1,72.0,m,no
913,42,fit,vegetarian,1,0,67.0,m,no
914,37,average,anything,1,0,70.0,m,no
915,34,average,anything,1,1,64.0,f,no
916,26,fit,vegan,1,0,70.0,m,no
917,29,unknown,anything,1,0,66.0,m,no
918,26,fit,anything,1,0,70.0,m,no
919,22,average,vegan,0,0,64.0,f,no
920,36,average,anything,1,1,70.0,m,yes
921,28,average,anything,1,0,66.0,m,yes
922,28,average,anything,1,0,69.0,m,no
923,41,fit,anything,1,1,73.0,m,no
924,24,average,vegetarian,1,1,65.0,f,no
925,24,larger,anything,1,0,66.0,f,no
926,27,fit,vegan,1,1,72.0,m,no
927,32,fit,anything,1,0,66.0,f,no
928,27,fit,anything,1,0,61.0,f,no
929,24,average,anything,1,0,67.0,m,yes
930,23,average,anything,1,0,74.0,m,no
931,27,average,anything,2,0,64.0,m,no
932,26,unknown,vegetarian,2,0,74.0,m,yes
933,41,unknown,anything,1,1,67.0,f,no
934,34,larger,anything,1,0,68.0,m,no
935,40,average,anything,1,0,70.0,m,no
936,24,average,anything,1,0,65.0,f,no
937,23,average,vegetarian,1,1,71.0,m,no
938,30,average,anything,1,0,64.0,m,no
939,27,average,anything,1,0,67.0,m,no
940,29,average,anything,1,0,64.0,f,no
941,29,average,anything,1,0,66.0,f,no
942,31,average,anything,2,1,71.0,m,no
943,38,unknown,anything,1,1,67.0,f,yes
944,28,fit,anything,1,1,73.0,m,yes
945,33,larger,anything,1,0,66.0,m,no
946,28,fit,anything,1,0,74.0,m,no
947,35,average,anything,1,0,67.0,f,no
948,25,average,anything,1,0,66.0,f,no
949,31,fit,anything,2,1,71.0,m,no
950,28,average,anything,1,1,69.0,m,no
951,30,unknown,anything,1,0,71.0,m,no
952,26,average,anything,1,1,68.0,f,yes
953,23,average,anything,1,1,61.0,f,no
954,43,fit,anything,1,0,75.0,m,no
955,24,average,anything,1,0,66.0,f,no
956,35,unknown,anything,1,0,74.0,m,no
957,30,fit,vegetarian,1,0,69.0,m,no
958,23,unknown,vegetarian,1,0,62.0,f,no
959,21,unknown,anything,1,0,65.0,f,no
960,40,larger,anything,1,0,60.0,f,no
961,26,average,anything,2,0,74.0,m,no
962,23,average,anything,1,0,68.0,m,no
963,23,average,anything,1,0,64.0,f,no
964,34,fit,anything,1,0,73.0,m,no
965,33,unknown,anything,1,1,64.0,f,no
966,25,average,anything,2,1,67.0,f,yes
967,28,fit,vegetarian,0,0,73.0,m,yes
968,34,fit,anything,1,0,66.0,f,no
969,21,average,anything,1,0,60.0,f,no
970,23,larger,anything,2,1,70.0,f,yes
971,30,average,anything,1,0,69.0,m,no
972,31,average,anything,1,0,67.0,m,no
973,37,average,anything,1,0,72.0,m,no
974,32,larger,anything,1,0,71.0,m,no
975,23,fit,anything,1,1,65.0,f,no
976,28,average,anything,2,0,72.0,m,no
977,24,average,anything,1,0,65.0,f,no
978,40,fit,anything,2,0,71.0,m,no
979,27,unknown,vegetarian,1,0,66.0,f,yes
980,43,fit,anything,1,0,69.0,m,no
981,27,larger,other,1,1,66.0,f,no
982,27,fit,anything,1,0,74.0,m,no
983,23,fit,anything,1,0,73.0,m,no
984,30,larger,anything,1,1,64.0,f,no
985,30,fit,anything,1,0,64.0,f,no
986,29,average,anything,1,0,70.0,f,no
987,22,fit,vegetarian,1,1,66.0,f,yes
988,41,fit,anything,1,0,74.0,m,no
989,23,average,vegetarian,1,1,66.0,f,no
990,25,fit,anything,1,0,66.0,f,no
991,31,larger,anything,1,0,68.0,f,no
992,22,average,anything,1,0,61.0,f,no
993,30,fit,anything,1,0,68.0,m,no
994,30,fit,other,1,0,72.0,m,no
995,26,fit,anything,1,0,72.0,m,no
996,40,average,anything,1,1,67.0,m,no
997,31,unknown,vegetarian,1,0,59.0,f,no
998,34,fit,anything,2,1,68.0,f,no
999,36,fit,anything,1,0,65.0,f,no
1000,34,fit,anything,1,0,66.0,f,no
1001,23,fit,anything,1,0,74.0,m,no
1002,23,larger,anything,1,0,67.0,f,no
1003,45,fit,anything,1,0,72.0,m,no
1004,35,fit,vegetarian,1,0,71.0,m,no
1005,20,average,anything,1,1,66.0,f,yes
1006,39,unknown,anything,2,1,66.0,m,no
1007,39,fit,anything,1,0,67.0,m,no
1008,35,fit,anything,1,1,67.0,f,no
1009,33,fit,anything,1,1,64.0,f,no
1010,35,average,anything,1,0,71.0,m,no
1011,32,average,anything,1,0,72.0,m,no
1012,29,larger,anything,1,0,64.0,f,no
1013,30,fit,anything,1,1,69.0,m,no
1014,27,fit,anything,1,0,62.0,f,no
1015,29,unknown,vegetarian,1,0,67.0,f,no
1016,25,average,anything,2,0,69.0,m,no
1017,31,average,anything,1,0,70.0,m,no
1018,22,average,anything,1,0,70.0,m,no
1019,42,average,anything,1,1,72.0,m,no
1020,30,average,anything,2,0,69.0,f,yes
1021,38,fit,anything,1,0,67.0,m,no
1022,39,average,anything,1,0,74.0,m,yes
1023,47,fit,anything,1,1,72.0,m,yes
1024,35,average,anything,1,1,72.0,f,no
1025,42,average,anything,1,0,71.0,m,no
1026,24,fit,anything,1,0,67.0,m,no
1027,43,average,anything,1,0,71.0,m,no
1028,31,fit,vegetarian,1,0,66.0,f,no
1029,26,fit,anything,1,0,70.0,m,no
1030,27,fit,anything,1,0,65.0,f,no
1031,38,average,anything,1,0,67.0,f,no
1032,25,average,anything,1,0,69.0,m,no
1033,47,average,anything,1,0,71.0,m,no
1034,26,unknown,anything,1,0,65.0,f,no
1035,25,average,anything,1,0,66.0,m,no
1036,29,average,anything,1,0,70.0,m,yes
1037,36,average,anything,1,0,71.0,m,no
1038,30,larger,anything,1,1,69.0,f,no
1039,24,unknown,anything,1,0,62.0,f,no
1040,33,unknown,anything,1,0,65.0,f,no
1041,31,fit,anything,1,0,64.0,m,no
1042,34,fit,anything,1,0,71.0,m,no
1043,38,fit,anything,1,0,66.0,m,no
1044,30,average,anything,1,0,65.0,m,no
1045,35,average,anything,1,0,66.0,f,no
1046,37,fit,anything,1,0,60.0,f,no
1047,32,unknown,anything,1,1,72.0,m,no
1048,28,average,anything,0,0,76.0,m,no
1049,32,average,anything,2,0,68.0,f,no
1050,25,unknown,anything,1,1,66.0,f,no
1051,40,fit,anything,1,1,62.0,f,no
1052,26,fit,anything,1,1,64.0,f,no
1053,37,average,anything,1,0,67.0,f,no
1054,26,fit,anything,1,0,72.0,m,yes
1055,26,fit,anything,1,0,73.0,m,yes
1056,41,fit,other,1,0,74.0,m,no
1057,26,fit,anything,1,0,63.0,f,no
1058,29,larger,anything,2,1,68.0,f,no
1059,28,unknown,anything,2,1,65.0,f,yes
1060,37,unknown,anything,1,0,73.0,m,no
1061,33,average,vegetarian,1,1,65.0,f,no
1062,37,fit,vegetarian,1,1,72.0,m,yes
1063,25,unknown,vegetarian,1,0,66.0,f,no
1064,28,average,anything,1,0,75.0,m,no
1065,28,average,anything,1,0,64.0,f,no
1066,33,fit,anything,1,0,67.0,m,no
1067,25,average,anything,1,0,62.0,f,yes
1068,26,average,anything,1,0,68.0,f,yes
1069,40,fit,anything,1,1,75.0,m,no
1070,34,average,anything,1,0,70.0,m,yes
1071,28,average,anything,1,0,68.0,f,no
1072,34,fit,anything,1,0,75.0,m,no
1073,23,fit,vegetarian,1,0,66.0,f,no
1074,25,average,anything,1,0,72.0,m,no
1075,30,average,anything,1,0,66.0,f,no
1076,35,fit,anything,1,0,66.0,m,no
1077,31,fit,vegetarian,1,0,74.0,m,no
1078,26,average,anything,2,0,68.0,m,no
1079,26,average,anything,1,0,66.0,m,no
1080,23,average,anything,2,0,68.0,m,no
1081,25,larger,anything,1,0,61.0,f,no
1082,23,unknown,anything,1,0,66.0,f,no
1083,45,average,anything,1,0,72.0,m,no
1084,31,fit,anything,2,1,64.0,f,no
1085,26,average,anything,1,0,67.0,f,no
1086,21,fit,vegetarian,1,0,68.0,f,no
1087,37,fit,anything,1,0,73.0,m,no
1088,26,average,anything,1,0,63.0,f,yes
1089,45,larger,anything,0,0,68.0,m,no
1090,27,fit,anything,1,0,70.0,m,no
1091,27,larger,anything,1,1,67.0,f,no
1092,21,fit,anything,1,0,69.0,m,yes
1093,30,average,anything,1,0,67.0,m,no
1094,25,larger,anything,1,0,67.0,f,no
1095,23,fit,anything,1,0,72.0,m,no
1096,22,fit,anything,1,0,69.0,m,no
1097,36,fit,anything,1,1,74.0,m,yes
1098,35,average,anything,2,0,72.0,m,no
1099,26,fit,anything,1,0,71.0,m,no
1100,47,larger,anything,0,0,72.0,m,no
1101,32,fit,anything,1,0,74.0,m,no
1102,35,fit,anything,1,0,66.0,f,no
1103,29,average,anything,1,0,72.0,m,no
1104,26,fit,anything,2,0,63.0,m,no
1105,24,fit,anything,1,0,70.0,m,yes
1106,35,average,anything,1,1,73.0,m,no
1107,24,fit,anything,1,0,67.0,m,no
1108,64,average,anything,1,0,67.0,m,no
1109,23,average,anything,1,1,65.0,f,no
1110,27,fit,anything,1,1,69.0,f,yes
1111,24,larger,anything,0,0,68.0,m,no
1112,33,fit,anything,1,0,67.0,f,no
1113,56,fit,anything,2,0,70.0,m,no
1114,49,fit,anything,1,0,73.0,m,no
1115,28,average,anything,1,0,74.0,m,no
1116,32,average,anything,1,0,76.0,m,no
1117,38,average,anything,1,0,68.0,f,no
1118,31,average,anything,1,0,63.0,f,no
1119,28,average,anything,1,0,71.0,m,no
1120,33,average,anything,1,1,73.0,m,yes
1121,41,fit,anything,1,0,67.0,f,no
1122,27,average,anything,1,0,68.0,m,no
1123,37,fit,anything,1,0,69.0,m,no
1124,30,unknown,vegetarian,1,0,69.0,m,no
1125,28,fit,anything,1,0,71.0,m,no
1126,35,average,anything,1,0,75.0,m,no
1127,34,fit,anything,1,0,67.0,f,no
1128,28,fit,anything,1,0,69.0,m,no
1129,42,fit,anything,1,0,67.0,f,no
1130,28,average,halal,1,0,71.0,m,no
1131,27,larger,anything,1,0,62.0,f,no
1132,43,fit,anything,1,0,71.0,m,no
1133,24,fit,vegetarian,1,2,66.0,f,no
1134,24,fit,vegetarian,1,0,64.0,f,no
1135,30,unknown,anything,1,0,65.0,f,yes
1136,40,average,anything,1,0,70.0,m,no
1137,22,average,anything,1,1,66.0,f,yes
1138,37,fit,anything,1,0,70.0,m,no
1139,44,average,anything,1,0,71.0,m,no
1140,31,fit,anything,1,0,69.0,m,no
1141,48,larger,anything,1,0,70.0,m,no
1142,28,average,anything,1,0,63.0,f,no
1143,29,average,anything,1,0,70.0,m,no
1144,38,average,anything,1,1,68.0,m,no
1145,44,average,anything,0,0,71.0,m,no
1146,31,fit,anything,1,1,72.0,m,no
1147,49,average,anything,1,0,64.0,f,no
1148,23,larger,anything,1,0,64.0,f,no
1149,33,average,anything,1,0,67.0,m,yes
1150,27,fit,anything,1,0,69.0,f,no
1151,37,fit,anything,2,1,68.0,m,no
1152,28,average,anything,1,0,71.0,m,no
1153,18,average,anything,1,1,71.0,m,yes
1154,30,average,anything,1,0,72.0,m,no
1155,33,fit,anything,1,0,71.0,m,no
1156,25,fit,anything,1,0,64.0,m,no
1157,21,average,anything,1,0,71.0,m,no
1158,28,average,anything,1,1,73.0,m,yes
1159,31,fit,anything,1,0,70.0,m,no
1160,23,average,anything,1,0,69.0,m,no
1161,43,fit,vegetarian,0,0,69.0,m,no
1162,37,average,anything,1,0,68.0,f,no
1163,45,fit,anything,1,0,71.0,m,no
1164,34,fit,anything,1,0,68.0,m,no
1165,63,average,anything,1,0,72.0,m,no
1166,25,fit,anything,1,0,69.0,m,no
1167,28,fit,anything,1,0,67.0,f,no
1168,29,unknown,vegetarian,1,0,62.0,f,yes
1169,29,fit,vegetarian,1,0,66.0,f,no
1170,25,fit,vegetarian,1,0,70.0,m,no
1171,24,larger,anything,1,0,71.0,m,no
1172,30,fit,anything,1,0,69.0,m,no
1173,40,average,anything,1,0,67.0,f,no
1174,36,larger,anything,1,1,64.0,f,no
1175,40,average,anything,1,0,71.0,m,no
1176,25,fit,anything,1,0,65.0,f,no
1177,25,average,anything,1,0,70.0,f,no
1178,31,average,vegetarian,1,0,61.0,f,no
1179,26,fit,anything,1,0,67.0,m,no
1180,27,fit,anything,1,0,75.0,m,no
1181,23,unknown,anything,1,0,65.0,f,no
1182,30,fit,anything,1,0,74.0,m,no
1183,25,fit,anything,1,0,62.0,f,no
1184,34,larger,anything,1,0,67.0,f,no
1185,30,fit,anything,1,0,63.0,f,no
1186,27,fit,anything,1,0,74.0,m,no
1187,19,average,anything,1,1,59.0,f,no
1188,23,average,anything,1,1,65.0,f,no
1189,30,average,anything,1,0,62.0,f,no
1190,27,unknown,anything,1,1,63.0,m,no
1191,25,fit,anything,0,0,70.0,m,no
1192,24,average,anything,1,0,69.0,f,no
1193,42,average,anything,1,0,66.0,f,no
1194,27,unknown,anything,1,0,71.0,m,no
1195,25,fit,anything,1,0,70.0,m,no
1196,28,fit,anything,1,0,73.0,m,no
1197,28,fit,anything,2,0,69.0,m,no
1198,25,fit,other,1,0,73.0,m,no
1199,36,fit,anything,1,0,71.0,m,no
1200,20,average,anything,1,1,71.0,m,no
1201,19,fit,other,1,0,71.0,m,no
1202,23,average,anything,1,0,76.0,m,no
1203,36,fit,anything,1,0,71.0,m,no
1204,25,average,anything,1,0,71.0,m,no
1205,37,average,anything,1,0,72.0,m,no
1206,37,average,other,1,0,72.0,m,no
1207,25,fit,anything,1,0,74.0,m,no
1208,37,fit,anything,1,0,73.0,m,no
1209,39,unknown,anything,1,1,67.0,m,no
1210,42,average,anything,1,0,73.0,m,no
1211,45,average,other,1,0,66.0,m,no
1212,31,unknown,anything,1,0,69.0,m,no
1213,24,average,anything,1,0,72.0,m,no
1214,36,average,anything,1,0,69.0,m,no
1215,29,fit,anything,1,0,71.0,m,no
1216,30,fit,anything,1,0,72.0,m,no
1217,23,average,anything,1,0,72.0,m,no
1218,29,fit,anything,1,0,71.0,m,no
1219,30,larger,anything,1,0,70.0,m,yes
1220,24,average,vegetarian,1,1,68.0,m,no
1221,33,average,anything,1,0,68.0,m,no
1222,25,average,vegan,1,0,70.0,m,no
1223,27,fit,anything,1,0,70.0,m,no
1224,25,fit,anything,1,0,72.0,m,no
1225,24,fit,anything,1,1,66.0,m,no
1226,28,average,vegan,1,0,71.0,m,yes
1227,26,average,anything,2,0,68.0,m,no
1228,22,larger,anything,1,0,71.0,m,no
1229,32,fit,anything,1,0,77.0,m,no
1230,28,unknown,anything,2,0,70.0,m,no
1231,18,average,anything,1,0,66.0,m,no
1232,40,average,anything,1,0,68.0,m,no
1233,25,average,anything,1,0,67.0,m,no
